Player,Age,Pos,Comp,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,FK,TotDist,PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,pass13,PPA,CrsPA,Prog,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past_VD,Press_Succ,P_D3,P_M3,P_A3,Sh_Blk,ShSv,Pass_Blk,Clr,Err,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Miscon,Dispos,Fls,PKwon,PKcon,Recov,AD_Won,AD_Lost,Game,overall
Alex Pritchard,24.0,MF,Premier League,14,12,998,1,1,0,0,1,0,21.0,5.0,2.0,4523.0,1254.0,5.0,23.0,205.0,264.0,50.0,107.0,21.0,19.0,13.0,4.0,42.0,9.0,3.0,5.0,7.0,4.0,14.0,71.0,33.0,104.0,86.0,2.0,0.0,13.0,5.0,0.0,14.0,58.0,217.0,302.0,22.0,490.0,18.0,30.0,20.0,1.0,382.0,2256.0,944.0,481.0,341.0,31.0,20.0,5,1.0,0.0,89.0,2.0,11.0,FIFA 19,74
Alexander Djiku,22.0,DF,Ligue 1,28,28,2520,0,0,0,0,10,0,19.0,3.0,0.0,22661.0,8652.0,15.0,29.0,640.0,768.0,369.0,481.0,3.0,91.0,4.0,2.0,103.0,36.0,47.0,10.0,1.0,18.0,26.0,89.0,185.0,61.0,4.0,8.0,0.0,36.0,112.0,3.0,134.0,860.0,772.0,66.0,23.0,1558.0,6.0,7.0,6.0,0.0,827.0,5715.0,3288.0,834.0,813.0,6.0,3.0,41,0.0,0.0,394.0,24.0,17.0,FIFA 19,76
Alexander Esswein,27.0,FW,Bundesliga,16,6,617,2,1,0,0,0,0,10.0,6.0,0.0,2629.0,842.0,4.0,19.0,134.0,170.0,25.0,39.0,4.0,16.0,6.0,5.0,22.0,10.0,13.0,5.0,1.0,6.0,14.0,50.0,64.0,104.0,53.0,0.0,0.0,7.0,8.0,0.0,10.0,49.0,149.0,128.0,15.0,304.0,1.0,4.0,1.0,0.0,198.0,1285.0,691.0,305.0,211.0,15.0,5.0,15,0.0,0.0,45.0,6.0,8.0,FIFA 19,72
Alexander Hack,23.0,DF,Bundesliga,15,14,1287,1,0,0,0,2,0,13.0,4.0,0.0,11192.0,4807.0,2.0,11.0,310.0,355.0,170.0,246.0,5.0,54.0,4.0,0.0,66.0,33.0,27.0,18.0,2.0,12.0,23.0,68.0,99.0,69.0,7.0,21.0,1.0,16.0,130.0,0.0,135.0,470.0,408.0,41.0,19.0,846.0,4.0,5.0,4.0,0.0,444.0,2641.0,1821.0,454.0,445.0,9.0,4.0,10,0.0,0.0,164.0,77.0,28.0,FIFA 19,74
Alexander Isak,17.0,FW,Bundesliga,5,1,119,0,0,0,0,0,0,5.0,0.0,0.0,244.0,32.0,2.0,5.0,19.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,29.0,9.0,41.0,2.0,3.0,2.0,0.0,26.0,134.0,73.0,60.0,34.0,3.0,1.0,2,0.0,0.0,4.0,4.0,4.0,FIFA 19,69
Alexander Søderlund,29.0,FW,Ligue 1,12,2,364,0,0,0,0,0,1,12.0,3.0,0.0,673.0,155.0,6.0,9.0,42.0,54.0,3.0,5.0,4.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,32.0,38.0,0.0,0.0,5.0,2.0,0.0,1.0,4.0,40.0,70.0,20.0,109.0,1.0,1.0,1.0,0.0,60.0,263.0,89.0,154.0,81.0,12.0,4.0,12,0.0,0.0,15.0,3.0,6.0,FIFA 19,72
Alexander Sørloth,21.0,FW,Premier League,4,4,360,0,0,0,0,0,0,8.0,3.0,0.0,918.0,241.0,3.0,10.0,56.0,85.0,7.0,14.0,6.0,1.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,17.0,17.0,31.0,30.0,0.0,0.0,7.0,2.0,0.0,3.0,32.0,69.0,73.0,17.0,152.0,4.0,4.0,4.0,0.0,90.0,747.0,438.0,165.0,107.0,8.0,9.0,6,0.0,0.0,20.0,13.0,5.0,FIFA 19,71
Alexandre Lacazette,26.0,FW,Premier League,32,26,2202,14,4,2,2,1,0,67.0,32.0,0.0,7340.0,1348.0,33.0,61.0,449.0,561.0,49.0,82.0,34.0,16.0,34.0,6.0,48.0,16.0,5.0,12.0,8.0,2.0,14.0,133.0,40.0,157.0,226.0,4.0,0.0,20.0,2.0,0.0,7.0,68.0,306.0,649.0,193.0,950.0,30.0,47.0,36.0,1.0,671.0,3381.0,1345.0,1157.0,743.0,54.0,42.0,28,1.0,0.0,106.0,15.0,35.0,FIFA 19,84
Alexandre Mendy,23.0,FW,Ligue 1,16,8,799,4,0,0,0,2,0,31.0,9.0,0.0,1845.0,211.0,3.0,9.0,101.0,135.0,13.0,17.0,7.0,5.0,5.0,0.0,10.0,5.0,2.0,2.0,1.0,0.0,4.0,22.0,4.0,76.0,47.0,1.0,0.0,4.0,4.0,0.0,2.0,17.0,91.0,151.0,64.0,246.0,8.0,11.0,9.0,0.0,156.0,692.0,251.0,375.0,189.0,24.0,9.0,15,0.0,0.0,31.0,10.0,21.0,FIFA 19,72
Alexandru Maxim,27.0,MF,Bundesliga,22,11,957,2,2,0,0,4,0,28.0,5.0,1.0,6826.0,2127.0,4.0,15.0,245.0,287.0,92.0,167.0,21.0,39.0,7.0,0.0,68.0,10.0,5.0,9.0,1.0,6.0,17.0,59.0,49.0,95.0,50.0,2.0,1.0,17.0,6.0,0.0,10.0,92.0,313.0,273.0,28.0,545.0,16.0,29.0,17.0,0.0,436.0,3105.0,1698.0,477.0,407.0,26.0,31.0,19,0.0,0.0,77.0,4.0,16.0,FIFA 19,73
Alexis Blin,20.0,MF,Ligue 1,26,20,1886,1,3,0,0,5,0,14.0,4.0,0.0,10443.0,3406.0,20.0,37.0,433.0,526.0,126.0,190.0,5.0,76.0,4.0,4.0,66.0,21.0,19.0,17.0,4.0,18.0,43.0,113.0,140.0,229.0,57.0,6.0,0.0,29.0,28.0,0.0,41.0,217.0,565.0,239.0,25.0,944.0,6.0,9.0,6.0,1.0,566.0,3118.0,1544.0,603.0,533.0,14.0,20.0,29,1.0,1.0,226.0,11.0,19.0,FIFA 19,72
Alfie Mawson,23.0,DF,Premier League,38,38,3420,2,1,0,0,3,0,18.0,6.0,0.0,33271.0,10485.0,12.0,34.0,817.0,947.0,559.0,749.0,6.0,100.0,4.0,0.0,85.0,22.0,32.0,5.0,0.0,11.0,16.0,64.0,135.0,43.0,2.0,38.0,1.0,23.0,196.0,3.0,313.0,1284.0,860.0,96.0,36.0,2047.0,15.0,20.0,16.0,0.0,1282.0,8919.0,4821.0,1208.0,1187.0,4.0,11.0,19,0.0,0.0,438.0,75.0,45.0,FIFA 19,75
Alfred Duncan,24.0,MF,Serie A,26,23,1947,0,2,0,0,4,0,41.0,10.0,0.0,11033.0,4263.0,5.0,30.0,429.0,534.0,126.0,223.0,32.0,86.0,28.0,4.0,122.0,31.0,15.0,18.0,6.0,15.0,29.0,152.0,130.0,265.0,108.0,2.0,0.0,41.0,26.0,1.0,47.0,226.0,511.0,415.0,53.0,1057.0,38.0,59.0,43.0,2.0,781.0,4268.0,2539.0,846.0,703.0,42.0,48.0,38,0.0,0.0,193.0,20.0,21.0,FIFA 19,75
Alfred N'Diaye,27.0,DF,La Liga,2,1,102,0,0,0,0,0,0,0.0,0.0,0.0,643.0,230.0,0.0,1.0,20.0,21.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,9.0,27.0,19.0,3.0,0.0,47.0,4.0,4.0,4.0,0.0,32.0,178.0,83.0,20.0,20.0,1.0,1.0,3,0.0,0.0,10.0,1.0,0.0,FIFA 19,77
Alfreð Finnbogason,28.0,FW,Bundesliga,22,22,1814,12,3,3,3,2,0,49.0,22.0,0.0,5006.0,864.0,6.0,23.0,255.0,332.0,49.0,76.0,27.0,21.0,15.0,0.0,35.0,9.0,4.0,6.0,4.0,3.0,9.0,102.0,27.0,160.0,193.0,2.0,1.0,14.0,8.0,0.0,11.0,44.0,327.0,382.0,130.0,660.0,21.0,47.0,27.0,4.0,471.0,2822.0,1556.0,856.0,492.0,78.0,39.0,29,1.0,0.0,83.0,16.0,53.0,FIFA 19,78
Almamy Touré,21.0,DF,Ligue 1,20,13,1248,1,0,0,0,3,0,6.0,1.0,0.0,8000.0,4393.0,3.0,24.0,360.0,452.0,83.0,157.0,14.0,38.0,12.0,7.0,120.0,23.0,24.0,9.0,11.0,13.0,14.0,34.0,83.0,55.0,14.0,1.0,0.0,23.0,30.0,0.0,43.0,223.0,352.0,259.0,17.0,678.0,12.0,18.0,13.0,1.0,421.0,2595.0,1692.0,442.0,395.0,15.0,11.0,21,0.0,1.0,139.0,14.0,13.0,FIFA 19,74
Alois Confais,20.0,MF,Ligue 1,15,4,612,0,0,0,0,1,0,2.0,1.0,0.0,4339.0,1101.0,2.0,5.0,162.0,194.0,53.0,75.0,2.0,22.0,3.0,3.0,27.0,4.0,6.0,0.0,0.0,3.0,10.0,38.0,70.0,101.0,14.0,4.0,0.0,6.0,3.0,0.0,13.0,95.0,178.0,57.0,6.0,310.0,0.0,0.0,0.0,0.0,200.0,1060.0,424.0,216.0,198.0,5.0,3.0,7,0.0,0.0,66.0,2.0,6.0,FIFA 19,65
Amadou Diawara,20.0,MF,Serie A,18,5,655,1,0,0,0,1,0,6.0,3.0,0.0,11191.0,2319.0,2.0,5.0,570.0,595.0,102.0,132.0,6.0,60.0,7.0,0.0,37.0,13.0,3.0,10.0,1.0,1.0,5.0,34.0,31.0,58.0,6.0,2.0,0.0,8.0,4.0,0.0,12.0,126.0,598.0,101.0,1.0,778.0,3.0,4.0,3.0,0.0,591.0,1746.0,784.0,643.0,628.0,7.0,5.0,10,0.0,0.0,97.0,2.0,4.0,FIFA 19,77
Amato Ciciretti,23.0,MF,Serie A,12,9,807,2,1,0,0,0,0,32.0,11.0,7.0,4425.0,1102.0,5.0,14.0,189.0,232.0,49.0,99.0,15.0,7.0,8.0,4.0,27.0,7.0,5.0,3.0,1.0,2.0,13.0,48.0,56.0,72.0,43.0,0.0,0.0,11.0,4.0,0.0,7.0,66.0,193.0,245.0,32.0,430.0,15.0,21.0,17.0,0.0,347.0,2543.0,1448.0,407.0,322.0,22.0,14.0,8,0.0,0.0,68.0,4.0,16.0,FIFA 19,74
Ambroise Oyongo,26.0,MF,Ligue 1,3,3,201,0,0,0,0,0,0,1.0,1.0,0.0,1336.0,535.0,1.0,5.0,49.0,62.0,17.0,33.0,2.0,5.0,2.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,13.0,5.0,1.0,0.0,5.0,1.0,0.0,4.0,32.0,64.0,37.0,4.0,105.0,3.0,4.0,3.0,1.0,82.0,494.0,268.0,79.0,71.0,3.0,3.0,1,0.0,0.0,18.0,0.0,3.0,FIFA 19,73
Amine Gouiri,17.0,FW,Ligue 1,7,0,83,0,0,0,0,0,0,3.0,2.0,0.0,208.0,40.0,1.0,4.0,11.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,2.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,12.0,17.0,5.0,35.0,1.0,4.0,1.0,0.0,25.0,183.0,106.0,36.0,27.0,2.0,2.0,1,0.0,0.0,1.0,0.0,1.0,FIFA 19,67
Amine Harit,20.0,MF,Bundesliga,31,23,2043,3,3,1,1,3,0,25.0,9.0,0.0,10263.0,2268.0,4.0,20.0,519.0,609.0,101.0,140.0,40.0,37.0,42.0,10.0,83.0,19.0,7.0,14.0,7.0,9.0,27.0,152.0,83.0,288.0,157.0,1.0,0.0,28.0,4.0,0.0,10.0,130.0,647.0,482.0,68.0,1111.0,69.0,103.0,70.0,1.0,983.0,8200.0,5066.0,1026.0,824.0,65.0,59.0,19,3.0,0.0,181.0,9.0,12.0,FIFA 19,78
Amir Abrashi,27.0,MF,Bundesliga,12,11,850,0,0,0,0,2,0,5.0,0.0,0.0,4482.0,1183.0,6.0,12.0,211.0,259.0,43.0,64.0,4.0,20.0,4.0,1.0,32.0,26.0,14.0,22.0,1.0,11.0,9.0,57.0,71.0,118.0,26.0,5.0,0.0,15.0,19.0,2.0,28.0,122.0,288.0,80.0,9.0,467.0,5.0,11.0,7.0,0.0,277.0,1277.0,553.0,266.0,230.0,9.0,14.0,20,0.0,0.0,137.0,21.0,19.0,FIFA 19,71
Anas Ouahim,19.0,FW,Bundesliga,1,0,19,0,0,0,0,0,0,1.0,0.0,0.0,126.0,47.0,0.0,0.0,5.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,2.0,14.0,1.0,1.0,1.0,0.0,13.0,49.0,24.0,16.0,12.0,1.0,3.0,0,0.0,0.0,1.0,0.0,0.0,FIFA 19,64
Anastasios Donis,20.0,FW,Bundesliga,18,11,949,2,2,0,0,1,0,38.0,13.0,3.0,2613.0,500.0,4.0,13.0,112.0,153.0,30.0,58.0,13.0,9.0,9.0,4.0,14.0,17.0,9.0,8.0,4.0,1.0,2.0,49.0,41.0,106.0,60.0,0.0,0.0,5.0,7.0,0.0,7.0,53.0,167.0,231.0,45.0,374.0,21.0,44.0,26.0,0.0,313.0,3970.0,2735.0,398.0,270.0,23.0,28.0,18,0.0,0.0,54.0,8.0,14.0,FIFA 19,73
Andre Gray,26.0,FW,Premier League,31,16,1498,5,2,0,0,1,0,35.0,13.0,0.0,3242.0,460.0,13.0,30.0,172.0,235.0,29.0,38.0,14.0,14.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,18.0,77.0,91.0,0.0,0.0,15.0,2.0,0.0,4.0,18.0,178.0,289.0,89.0,450.0,6.0,17.0,6.0,0.0,294.0,1618.0,588.0,631.0,351.0,54.0,25.0,11,1.0,0.0,52.0,9.0,18.0,FIFA 19,75
Andrea Barberis,23.0,MF,Serie A,38,34,3029,2,1,0,0,1,0,23.0,8.0,8.0,14272.0,4520.0,28.0,61.0,636.0,798.0,143.0,271.0,30.0,68.0,12.0,6.0,110.0,56.0,32.0,38.0,11.0,13.0,73.0,201.0,274.0,422.0,123.0,9.0,0.0,61.0,56.0,1.0,78.0,358.0,824.0,361.0,25.0,1353.0,19.0,33.0,23.0,0.0,784.0,3373.0,1675.0,856.0,696.0,37.0,33.0,29,0.0,1.0,363.0,39.0,46.0,FIFA 19,69
Andrea Barzagli,36.0,DF,Serie A,25,14,1447,0,1,0,0,2,0,1.0,0.0,0.0,25441.0,7625.0,3.0,12.0,793.0,837.0,368.0,415.0,4.0,89.0,4.0,2.0,75.0,19.0,16.0,9.0,0.0,7.0,7.0,44.0,76.0,51.0,7.0,7.0,0.0,15.0,52.0,1.0,84.0,515.0,854.0,79.0,1.0,1333.0,3.0,4.0,3.0,0.0,1006.0,4026.0,1919.0,1040.0,1031.0,3.0,5.0,10,0.0,0.0,171.0,27.0,14.0,FIFA 19,84
Andrea Belotti,23.0,FW,Serie A,32,29,2683,10,5,0,2,2,0,86.0,28.0,0.0,6518.0,1009.0,16.0,50.0,377.0,489.0,48.0,71.0,28.0,27.0,12.0,1.0,28.0,24.0,11.0,13.0,9.0,4.0,31.0,132.0,50.0,237.0,218.0,1.0,0.0,17.0,20.0,0.0,23.0,88.0,479.0,530.0,166.0,1002.0,27.0,49.0,30.0,1.0,691.0,4173.0,2256.0,1357.0,772.0,87.0,70.0,56,1.0,0.0,124.0,73.0,99.0,FIFA 19,82
Andrea Bertolacci,26.0,MF,Serie A,33,33,2895,1,0,0,0,7,1,15.0,2.0,1.0,25012.0,7294.0,14.0,43.0,1017.0,1181.0,279.0,417.0,26.0,161.0,35.0,1.0,194.0,57.0,44.0,34.0,7.0,18.0,49.0,203.0,253.0,340.0,99.0,10.0,0.0,44.0,28.0,0.0,59.0,426.0,1215.0,465.0,44.0,1921.0,14.0,21.0,16.0,1.0,1372.0,6166.0,3392.0,1411.0,1302.0,33.0,39.0,68,1.0,0.0,354.0,25.0,21.0,FIFA 19,77
Andrea Conti,23.0,DF,Serie A,2,2,157,0,0,0,0,0,0,1.0,0.0,0.0,1605.0,715.0,0.0,0.0,79.0,90.0,12.0,14.0,2.0,10.0,1.0,1.0,18.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,2.0,7.0,6.0,0.0,0.0,3.0,2.0,0.0,6.0,23.0,57.0,40.0,3.0,102.0,1.0,1.0,1.0,0.0,75.0,346.0,214.0,81.0,70.0,0.0,0.0,4,0.0,0.0,17.0,5.0,0.0,FIFA 19,75
Andrea Costa,31.0,DF,Serie A,16,16,1375,0,0,0,0,5,0,9.0,0.0,0.0,11805.0,5631.0,3.0,10.0,415.0,482.0,142.0,243.0,3.0,41.0,6.0,2.0,59.0,20.0,22.0,7.0,0.0,11.0,19.0,47.0,97.0,23.0,4.0,15.0,0.0,8.0,63.0,1.0,117.0,510.0,413.0,28.0,10.0,838.0,0.0,0.0,0.0,0.0,518.0,3367.0,2164.0,532.0,522.0,2.0,1.0,20,0.0,0.0,151.0,21.0,19.0,FIFA 19,72
Andrea Masiello,31.0,DF,Serie A,31,30,2707,4,0,0,0,5,0,22.0,7.0,0.0,36451.0,13101.0,8.0,28.0,1106.0,1212.0,510.0,684.0,10.0,128.0,9.0,0.0,134.0,36.0,39.0,25.0,5.0,23.0,32.0,95.0,149.0,107.0,18.0,9.0,0.0,45.0,154.0,0.0,202.0,1074.0,1150.0,197.0,30.0,2171.0,11.0,11.0,11.0,0.0,1390.0,7364.0,4017.0,1399.0,1382.0,9.0,6.0,23,0.0,0.0,424.0,53.0,24.0,FIFA 19,79
Andrea Nalini,27.0,FW,Serie A,23,19,1638,0,2,0,0,2,0,20.0,9.0,0.0,5942.0,1933.0,10.0,35.0,277.0,390.0,61.0,125.0,21.0,42.0,22.0,13.0,61.0,28.0,18.0,16.0,8.0,11.0,15.0,94.0,88.0,122.0,84.0,2.0,0.0,26.0,17.0,1.0,30.0,163.0,352.0,314.0,58.0,762.0,24.0,41.0,25.0,1.0,513.0,3493.0,1931.0,760.0,524.0,42.0,25.0,45,2.0,0.0,114.0,55.0,69.0,FIFA 19,66
Andrea Petagna,22.0,FW,Serie A,29,22,1618,4,5,0,0,6,0,45.0,16.0,0.0,6974.0,1042.0,7.0,27.0,309.0,402.0,69.0,95.0,30.0,19.0,31.0,5.0,45.0,8.0,3.0,6.0,1.0,1.0,14.0,61.0,20.0,101.0,118.0,4.0,0.0,16.0,7.0,0.0,9.0,49.0,349.0,491.0,161.0,783.0,30.0,50.0,34.0,1.0,645.0,4294.0,1740.0,967.0,641.0,72.0,73.0,25,0.0,1.0,81.0,24.0,33.0,FIFA 19,75
Andrea Pinamonti,18.0,FW,Serie A,1,0,14,0,0,0,0,0,0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,9.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,FIFA 19,62
Andrea Poli,27.0,MF,Serie A,32,32,2543,2,0,0,0,9,2,15.0,4.0,0.0,18762.0,4020.0,24.0,49.0,945.0,1030.0,157.0,194.0,15.0,84.0,18.0,3.0,91.0,54.0,39.0,24.0,9.0,32.0,51.0,216.0,269.0,357.0,129.0,5.0,0.0,64.0,18.0,0.0,61.0,405.0,888.0,352.0,36.0,1547.0,33.0,49.0,35.0,4.0,1162.0,4940.0,2006.0,1211.0,1069.0,27.0,32.0,32,0.0,0.0,246.0,15.0,40.0,FIFA 19,77
Andrea Raggi,33.0,DF,Ligue 1,20,18,1606,1,0,0,0,3,0,5.0,1.0,0.0,11303.0,4785.0,8.0,24.0,390.0,464.0,144.0,254.0,2.0,45.0,5.0,3.0,92.0,10.0,15.0,3.0,0.0,10.0,14.0,57.0,97.0,61.0,17.0,4.0,0.0,31.0,26.0,0.0,50.0,362.0,381.0,152.0,11.0,740.0,3.0,5.0,3.0,0.0,465.0,2337.0,1125.0,512.0,485.0,4.0,5.0,12,0.0,0.0,125.0,2.0,7.0,FIFA 19,75
Andrea Ranocchia,29.0,DF,Serie A,11,7,627,2,0,0,0,4,0,7.0,3.0,0.0,6106.0,1899.0,3.0,4.0,195.0,207.0,88.0,105.0,0.0,9.0,1.0,0.0,12.0,7.0,3.0,6.0,0.0,4.0,1.0,14.0,20.0,28.0,1.0,5.0,0.0,6.0,41.0,0.0,46.0,203.0,194.0,13.0,8.0,385.0,0.0,0.0,0.0,0.0,232.0,1189.0,613.0,256.0,251.0,1.0,0.0,12,0.0,0.0,60.0,29.0,8.0,FIFA 19,76
Andreas Beck,30.0,DF,Bundesliga,23,22,1927,1,1,0,0,5,0,7.0,3.0,0.0,16529.0,6613.0,3.0,47.0,609.0,762.0,208.0,352.0,12.0,62.0,15.0,8.0,183.0,25.0,22.0,20.0,1.0,9.0,13.0,126.0,161.0,175.0,70.0,1.0,0.0,38.0,44.0,1.0,43.0,292.0,718.0,432.0,20.0,1125.0,9.0,18.0,9.0,0.0,780.0,3552.0,1588.0,922.0,794.0,20.0,16.0,34,0.0,0.0,168.0,40.0,44.0,FIFA 19,74
Andreas Christensen,21.0,DF,Premier League,27,23,2086,0,0,0,0,0,0,13.0,1.0,0.0,28020.0,7813.0,11.0,18.0,758.0,804.0,456.0,501.0,5.0,72.0,1.0,0.0,71.0,10.0,17.0,4.0,1.0,8.0,7.0,59.0,107.0,29.0,3.0,15.0,0.0,33.0,89.0,1.0,168.0,831.0,757.0,46.0,18.0,1518.0,1.0,1.0,1.0,0.0,1009.0,5665.0,3100.0,1016.0,1008.0,2.0,4.0,8,0.0,0.0,260.0,45.0,11.0,FIFA 19,82
Andreas Cornelius,24.0,FW,Serie A,23,8,934,3,1,0,0,0,0,35.0,11.0,0.0,3217.0,472.0,4.0,18.0,186.0,239.0,23.0,47.0,17.0,10.0,7.0,0.0,14.0,5.0,5.0,1.0,2.0,1.0,6.0,44.0,13.0,82.0,60.0,0.0,0.0,4.0,8.0,0.0,8.0,31.0,204.0,254.0,103.0,450.0,16.0,26.0,17.0,0.0,308.0,1792.0,651.0,648.0,373.0,42.0,32.0,19,0.0,0.0,43.0,55.0,57.0,FIFA 19,75
Andrei Girotto,25.0,MF,Ligue 1,25,18,1520,1,1,0,0,8,0,37.0,9.0,2.0,9267.0,2815.0,19.0,41.0,377.0,462.0,105.0,163.0,12.0,56.0,8.0,2.0,59.0,29.0,20.0,25.0,4.0,20.0,30.0,71.0,93.0,146.0,31.0,10.0,0.0,27.0,35.0,1.0,51.0,259.0,452.0,227.0,28.0,879.0,5.0,8.0,5.0,0.0,489.0,2775.0,1432.0,530.0,492.0,18.0,8.0,35,1.0,1.0,202.0,18.0,11.0,FIFA 19,70
Andrew Gravillon,19.0,DF,Serie A,2,1,82,0,0,0,0,0,0,0.0,0.0,0.0,500.0,213.0,0.0,2.0,10.0,14.0,10.0,13.0,0.0,2.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,2.0,8.0,14.0,4.0,0.0,1.0,0.0,1.0,7.0,0.0,9.0,27.0,15.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,16.0,89.0,18.0,13.0,13.0,0.0,0.0,2,0.0,0.0,11.0,2.0,2.0,FIFA 19,66
Andrew Hjulsager,22.0,DF,La Liga,2,0,15,0,0,0,0,0,0,1.0,0.0,0.0,72.0,13.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,40.0,18.0,10.0,7.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,FIFA 19,69
Andrew Robertson,23.0,DF,Premier League,22,22,1940,1,5,0,0,2,0,12.0,2.0,0.0,23332.0,8069.0,29.0,68.0,1146.0,1265.0,198.0,308.0,24.0,111.0,31.0,9.0,162.0,21.0,30.0,5.0,5.0,19.0,20.0,104.0,153.0,111.0,61.0,4.0,0.0,28.0,45.0,0.0,59.0,409.0,857.0,698.0,55.0,1679.0,6.0,15.0,8.0,2.0,1243.0,6868.0,3809.0,1341.0,1258.0,21.0,10.0,15,0.0,0.0,240.0,8.0,9.0,FIFA 19,81
Andrew Surman,30.0,MF,Premier League,25,20,1856,2,5,0,0,2,0,18.0,6.0,0.0,18953.0,5200.0,19.0,38.0,726.0,830.0,224.0,301.0,19.0,98.0,20.0,2.0,128.0,9.0,8.0,5.0,2.0,8.0,23.0,58.0,86.0,147.0,30.0,12.0,3.0,31.0,54.0,0.0,76.0,391.0,748.0,298.0,12.0,1308.0,13.0,17.0,13.0,0.0,837.0,4151.0,1996.0,898.0,847.0,8.0,11.0,9,0.0,0.0,273.0,20.0,26.0,FIFA 19,76
Andrey Galabinov,28.0,FW,Serie A,20,12,1129,3,1,1,1,2,0,37.0,14.0,1.0,3521.0,602.0,10.0,29.0,207.0,296.0,27.0,45.0,12.0,13.0,6.0,1.0,23.0,9.0,1.0,8.0,3.0,0.0,1.0,62.0,18.0,127.0,87.0,3.0,0.0,10.0,7.0,0.0,8.0,35.0,308.0,232.0,74.0,535.0,13.0,17.0,13.0,0.0,339.0,1514.0,607.0,697.0,429.0,55.0,37.0,25,1.0,0.0,52.0,59.0,56.0,FIFA 19,71
Andrija Balić,19.0,MF,Serie A,21,11,1083,0,1,0,0,2,0,16.0,3.0,1.0,8763.0,1936.0,3.0,14.0,331.0,384.0,110.0,157.0,16.0,41.0,7.0,1.0,53.0,17.0,11.0,8.0,2.0,7.0,22.0,52.0,85.0,109.0,39.0,3.0,0.0,11.0,11.0,0.0,22.0,157.0,377.0,178.0,19.0,631.0,26.0,32.0,27.0,0.0,485.0,2660.0,1282.0,431.0,398.0,20.0,11.0,15,0.0,0.0,148.0,6.0,9.0,FIFA 19,70
Andriy Yarmolenko,27.0,FW,Bundesliga,18,13,1039,3,3,0,0,0,0,30.0,11.0,0.0,5552.0,1372.0,5.0,12.0,271.0,340.0,55.0,97.0,29.0,21.0,18.0,6.0,44.0,6.0,4.0,6.0,3.0,3.0,11.0,46.0,30.0,77.0,62.0,0.0,0.0,5.0,4.0,0.0,8.0,51.0,267.0,327.0,71.0,573.0,25.0,42.0,27.0,0.0,486.0,3500.0,2085.0,637.0,460.0,26.0,25.0,19,0.0,0.0,71.0,9.0,11.0,FIFA 19,80
