Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,240,339,70.8,3301,512,8,18,44.4,210,279,75.3,22,42,52.4,3,15,16,9,3,20
138,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,223,293,76.1,3066,532,12,21,57.1,193,246,78.5,18,26,69.2,5,14,12,9,2,12
139,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,28.1,1112,1434,77.5,20228,8140,10,61,16.4,904,1045,86.5,198,328,60.4,1,28,87,28,19,186
140,Yann Aurel Bisseck\Yann-Aurel-Bisseck,de GER,DFFW,Köln,de Bundesliga,16,2000,1.7,75,81,92.6,1608,400,0,0,,51,54,94.4,24,27,88.9,0,0,8,1,0,9
141,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,758,1013,74.8,12528,4685,15,45,33.3,635,775,81.9,108,193,56,2,14,41,24,7,104
142,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,167,235,71.1,2694,437,6,10,60,131,179,73.2,30,46,65.2,0,2,14,0,0,14
143,Danilo Avelar\Danilo-Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,19.2,535,840,63.7,10542,6072,11,33,33.3,386,486,79.4,138,321,43,0,14,56,18,9,134
144,Felipe Avenatti\Felipe-Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,5.2,80,140,57.1,1162,202,4,9,44.4,69,115,60,7,16,43.8,0,3,5,5,0,8
145,Durel Avounou\Durel-Avounou,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,7.2,179,268,66.8,3071,1067,9,18,50,136,182,74.7,34,68,50,0,5,14,1,0,26
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,461,635,72.6,9971,4682,4,16,25,314,362,86.7,143,257,55.6,0,3,38,3,1,61
147,André Ayew\Andre-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,10.6,251,318,78.9,3638,569,9,21,42.9,208,247,84.2,34,50,68,2,12,14,6,0,14
148,André Ayew\Andre-Ayew,gh GHA,FWMF,West Ham,eng Premier League,27,1989,9.9,213,286,74.5,2868,589,10,23,43.5,184,229,80.3,19,34,55.9,2,2,10,5,1,15
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,696,881,79,9941,1314,35,74,47.3,576,673,85.6,85,134,63.4,2,14,24,24,2,43
150,Karim Azamoum\Karim-Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25.3,664,953,69.7,11079,3333,34,79,43,505,652,77.5,125,222,56.3,0,24,60,10,4,84
151,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,2404,2863,84,47096,17249,26,59,44.1,1803,2003,90,575,801,71.8,6,29,215,36,9,263
152,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,625,820,76.2,11127,5941,7,20,35,517,598,86.5,101,202,50,1,7,77,8,2,137
153,Khouma Babacar\Khouma-Babacar,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,5,76,101,75.2,1227,222,3,7,42.9,60,74,81.1,13,20,65,1,7,6,3,0,8
154,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,114,140,81.4,1892,251,1,3,33.3,96,116,82.8,17,21,81,1,5,6,1,0,10
155,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.5,380,528,72,5936,1197,6,15,40,322,427,75.4,52,86,60.5,5,30,19,16,4,36
156,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,1470,1773,82.9,29350,8610,19,41,46.3,1076,1239,86.8,375,493,76.1,1,44,170,38,7,208
157,Holger Badstuber\Holger-Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,915,1081,84.6,20267,6130,8,13,61.5,582,651,89.4,325,417,77.9,0,0,39,1,0,44
158,Dylan Bahamboula\Dylan-Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,0.3,10,14,71.4,146,39,0,0,,8,12,66.7,2,2,100,0,0,0,0,0,1
159,Farès Bahlouli\Fares-Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,103,156,66,2058,714,3,8,37.5,74,94,78.7,26,54,48.1,0,10,11,5,3,22
160,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,222,328,67.7,3398,759,13,46,28.3,181,228,79.4,28,54,51.9,1,13,7,18,7,29
161,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,1195,1606,74.4,25690,8006,16,45,35.6,827,1017,81.3,352,544,64.7,2,26,165,26,5,214
162,Leon Bailey\Leon-Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,755,1082,69.8,14702,4627,11,50,22,572,718,79.7,172,314,54.8,6,58,58,47,23,160
163,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,375,429,87.4,7514,2152,5,7,71.4,264,283,93.3,106,139,76.3,0,2,14,2,0,17
164,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,730,976,74.8,13327,6212,13,46,28.3,579,672,86.2,138,258,53.5,3,24,69,19,9,139
165,Riad Bajić\Riad-Bajic,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,16,22,72.7,256,93,0,2,0,13,17,76.5,3,3,100,0,2,2,1,0,3
166,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,440,619,71.1,7408,2159,10,24,41.7,360,452,79.6,70,143,49,1,12,43,11,2,58
167,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,200,281,71.2,3000,579,6,17,35.3,173,227,76.2,21,37,56.8,0,12,13,5,0,21
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,940,1098,85.6,16680,4120,20,39,51.3,753,855,88.1,167,204,81.9,2,14,88,9,2,99
169,Zakaria Bakkali\Zakaria-Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.2,228,316,72.2,3540,842,2,7,28.6,199,252,79,27,57,47.4,0,8,15,2,1,26
170,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,75,91,82.4,1135,278,1,2,50,69,80,86.3,5,9,55.6,0,1,1,0,0,4
171,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.3,269,392,68.6,4021,794,8,34,23.5,230,306,75.2,31,52,59.6,5,15,9,11,5,30
172,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,eng Premier League,28,1989,0.4,4,7,57.1,38,10,0,0,,4,6,66.7,0,1,0,0,0,0,0,0,0
173,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,28,1989,19.9,604,770,78.4,10110,2562,13,27,48.1,502,602,83.4,89,141,63.1,4,38,30,48,16,97
174,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,579,782,74,10312,3242,3,26,11.5,488,584,83.6,88,172,51.2,2,8,34,17,13,87
175,Andrija Balić\Andrija-Balic,hr CRO,MF,Udinese,it Serie A,19,1997,12,444,555,80,8763,1936,3,14,21.4,331,384,86.2,110,157,70.1,1,16,41,7,1,53
176,Iván Balliu\Ivan-Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,878,1175,74.7,16075,7774,18,52,34.6,686,796,86.2,174,327,53.2,1,12,85,27,5,178
177,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,20,1997,22.8,946,1150,82.3,14186,5424,29,68,42.6,828,941,88,89,141,63.1,0,8,57,13,6,105
178,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,416,506,82.2,7321,2036,16,22,72.7,333,368,90.5,67,116,57.8,2,7,38,8,2,55
179,Leon Balogun\Leon-Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13,368,485,75.9,8382,2972,3,16,18.8,232,283,82,133,186,71.5,0,1,20,2,0,41
180,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,568,760,74.7,9903,2039,17,45,37.8,435,538,80.9,116,177,65.5,1,33,70,15,1,62
181,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17,621,810,76.7,10272,4933,7,32,21.9,537,607,88.5,77,171,45,0,6,43,5,2,89
182,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,21,1996,28.6,874,1185,73.8,14408,3399,33,80,41.3,695,849,81.9,146,256,57,6,51,63,31,7,106
183,Yacine Bammou\Yacine-Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,8.1,189,257,73.5,2951,817,9,23,39.1,160,194,82.5,20,40,50,0,6,9,9,2,18
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,1846,2265,81.5,37998,13553,10,37,27,1325,1471,90.1,511,757,67.5,3,70,281,37,4,362
185,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,516,641,80.5,12296,3629,4,10,40,305,352,86.6,207,279,74.2,0,0,32,2,0,32
186,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,67,82,81.7,1188,318,3,8,37.5,51,59,86.4,13,15,86.7,0,0,8,1,0,10
187,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,24,1992,29.7,486,746,65.1,7481,1828,7,48,14.6,419,577,72.6,60,121,49.6,3,24,31,23,5,60
188,Sekou Baradji\Sekou-Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,0.1,2,5,40,24,0,0,1,0,2,4,50,0,0,,0,0,0,0,0,0
189,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,22,1994,30.1,912,1158,78.8,15784,4691,9,36,25,746,874,85.4,157,248,63.3,3,28,96,30,5,136
190,Andrea Barberis\Andrea-Barberis,it ITA,MF,Crotone,it Serie A,23,1993,33.7,807,1130,71.4,14272,4520,28,61,45.9,636,798,79.7,143,271,52.8,1,30,68,12,6,110
191,Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,12.5,162,253,64,4802,3052,0,0,,93,94,98.9,69,159,43.4,0,0,1,0,0,0
192,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,17.6,507,661,76.7,9740,2925,5,12,41.7,380,458,83,122,191,63.9,1,27,69,12,1,81
193,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,32,1985,12.5,390,579,67.4,7492,3803,5,16,31.3,292,377,77.5,93,186,50,0,9,53,14,10,95
194,Nicolò Barella\Nicolo-Barella,it ITA,MF,Cagliari,it Serie A,20,1997,32.8,1225,1631,75.1,23422,6555,29,68,42.6,920,1102,83.5,276,461,59.9,2,31,145,37,7,172
195,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,20.7,768,967,79.4,15876,4793,8,32,25,556,659,84.4,204,276,73.9,1,6,80,4,0,89
196,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,eng Premier League,23,1993,1.4,38,51,74.5,620,130,2,2,100,30,39,76.9,6,10,60,0,2,2,2,1,4
197,Aymen Barkok\Aymen-Barkok,de GER,MFFW,Eint Frankfurt,de Bundesliga,19,1998,3.5,89,119,74.8,1507,213,4,8,50,70,85,82.4,15,26,57.7,1,7,5,6,1,8
198,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,27,1989,24.1,306,509,60.1,4462,1026,16,41,39,250,376,66.5,40,92,43.5,0,18,14,10,3,32
199,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,19,1997,0.1,6,7,85.7,98,14,0,0,,4,4,100,2,3,66.7,0,0,0,0,0,0
200,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,30,1987,26.3,1269,1592,79.7,22195,8249,5,31,16.1,1054,1234,85.4,210,327,64.2,7,22,71,30,12,179
201,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Torino,it Serie A,22,1995,5.2,230,281,81.9,4060,1851,3,12,25,187,211,88.6,40,58,69,0,3,10,3,1,38
202,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,21.8,861,1083,79.5,13794,4584,19,35,54.3,722,843,85.6,120,205,58.5,2,19,76,21,5,104
203,Barri\Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,1.3,14,23,60.9,306,141,0,2,0,11,15,73.3,3,6,50,0,0,3,0,0,5
204,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,18,1998,4.9,97,126,77,1658,343,1,3,33.3,82,101,81.2,14,22,63.6,1,10,8,5,1,17
205,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,21.4,695,933,74.5,14343,4491,7,23,30.4,513,605,84.8,175,305,57.4,1,18,101,16,3,122
206,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,12.5,283,389,72.8,4682,1172,5,22,22.7,233,305,76.4,45,62,72.6,3,24,19,14,5,37
207,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,2.6,88,115,76.5,1804,628,1,4,25,65,77,84.4,22,34,64.7,0,1,5,0,0,4
208,Marc Bartra\Marc-Bartra,es ESP,DF,Dortmund,de Bundesliga,26,1991,9,552,697,79.2,11530,3915,4,13,30.8,392,454,86.3,156,230,67.8,1,2,57,2,1,50
209,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,26,1991,15.8,928,1107,83.8,20009,6602,8,16,50,675,740,91.2,245,351,69.8,0,4,75,5,1,62
210,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,36,1981,16.1,1164,1264,92.1,25441,7625,3,12,25,793,837,94.7,368,415,88.7,1,4,89,4,2,75
211,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,25,1992,28,1091,1335,81.7,20260,4906,24,55,43.6,846,968,87.4,221,312,70.8,0,27,92,25,3,123
212,Nicolas Basin\Nicolas-Basin,fr FRA,DF,Metz,fr Ligue 1,19,1998,3.5,109,161,67.7,2029,883,0,2,0,84,105,80,25,54,46.3,0,2,5,3,2,19
213,Dušan Basta\Dusan-Basta,rs SRB,DFMF,Lazio,it Serie A,32,1984,8.6,291,394,73.9,5081,1914,5,15,33.3,239,281,85.1,47,98,48,1,7,17,14,7,38
214,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,FW,Monaco,fr Ligue 1,20,1996,0.1,1,1,100,8,5,0,0,,1,1,100,0,0,,0,0,0,0,0,0
215,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,FWMF,Fiorentina,it Serie A,20,1996,13.2,360,471,76.4,5575,1391,5,21,23.8,324,393,82.4,31,57,54.4,3,25,21,18,2,43
216,Samuel Bastien\Samuel-Bastien,be BEL,MFFW,Chievo,it Serie A,20,1996,15.1,403,487,82.8,7184,1405,7,18,38.9,321,367,87.5,75,102,73.5,0,7,26,8,2,30
217,Borja Bastón\Borja-Baston,es ESP,FW,Málaga,es La Liga,24,1992,11,175,231,75.8,2281,290,8,14,57.1,155,195,79.5,12,22,54.5,0,5,9,2,0,3
218,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Atalanta,it Serie A,18,1999,1,72,84,85.7,1302,384,1,3,33.3,60,68,88.2,11,13,84.6,0,2,6,0,0,10
219,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,26,1991,15.6,786,866,90.8,15922,4527,5,12,41.7,582,612,95.1,199,242,82.2,0,3,45,2,1,36
220,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,23,1993,4,65,92,70.7,902,107,4,12,33.3,51,65,78.5,10,15,66.7,1,2,4,1,0,3
221,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Dortmund,de Bundesliga,23,1993,9.3,128,183,69.9,1863,418,6,17,35.3,104,140,74.3,18,26,69.2,1,4,8,6,0,12
222,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,eng Premier League,25,1992,14.5,274,458,59.8,5515,2559,6,28,21.4,183,251,72.9,85,179,47.5,0,13,16,10,6,50
223,Robert Bauer\Robert-Bauer,de GER,DF,Werder Bremen,de Bundesliga,22,1995,10.6,368,503,73.2,7727,3818,8,19,42.1,260,320,81.3,100,164,61,0,5,33,5,3,51
224,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,1990,34,975,1405,69.4,27962,17827,9,11,81.8,534,541,98.7,432,853,50.6,0,0,14,0,0,2
225,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,21,1996,29,1263,1544,81.8,27413,10156,7,22,31.8,844,941,89.7,412,581,70.9,0,6,90,12,2,131
226,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MFDF,Leverkusen,de Bundesliga,29,1988,15.5,867,951,91.2,16036,3676,8,24,33.3,671,718,93.5,188,209,90,0,10,57,6,0,64
227,Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,es La Liga,22,1995,2.1,25,36,69.4,310,71,4,4,100,19,29,65.5,2,3,66.7,0,1,2,3,0,3
228,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,29,1988,6.3,243,293,82.9,5449,1627,2,7,28.6,153,176,86.9,88,110,80,0,0,24,0,0,14
229,Paul Baysse\Paul-Baysse,fr FRA,DF,Málaga,es La Liga,29,1988,13.8,433,551,78.6,9587,2912,1,2,50,287,342,83.9,145,207,70,0,0,15,2,0,15
230,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Hannover 96,de Bundesliga,20,1996,1.3,11,25,44,151,53,0,2,0,11,21,52.4,0,2,0,0,0,1,0,0,1
231,Hervé Bazile\Herve-Bazile,ht HAI,FWMF,Caen,fr Ligue 1,27,1990,9.8,178,323,55.1,3408,1038,2,20,10,134,183,73.2,42,120,35,1,14,11,10,6,32
232,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,20,1996,6.6,213,250,85.2,4416,680,5,8,62.5,151,170,88.8,57,72,79.2,0,2,11,1,1,11
233,Enrico Bearzotti\Enrico-Bearzotti,it ITA,DFFW,Hellas Verona,it Serie A,20,1996,4.6,128,174,73.6,2415,1037,1,6,16.7,101,120,84.2,26,48,54.2,0,1,9,1,0,19
234,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Leganés,es La Liga,29,1988,18.6,206,316,65.2,2773,516,7,18,38.9,183,254,72,16,44,36.4,0,10,14,6,1,17
235,Bebé\Bebe,pt POR,MFFW,Eibar,es La Liga,27,1990,4.1,91,152,59.9,1731,401,2,9,22.2,68,99,68.7,21,44,47.7,1,8,2,5,5,12
236,Ihlas Bebou\Ihlas-Bebou,tg TOG,MFFW,Hannover 96,de Bundesliga,23,1994,23.8,462,653,70.8,7399,2611,16,50,32,376,479,78.5,70,124,56.5,2,41,34,27,14,80
237,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,30,1987,21.4,820,1161,70.6,16529,6613,3,47,6.4,609,762,79.9,208,352,59.1,1,12,62,15,8,183
238,Henri Bedimo\Henri-Bedimo,cm CMR,DFMF,Marseille,fr Ligue 1,33,1984,0.5,19,24,79.2,351,92,0,0,,16,19,84.2,3,5,60,0,0,2,0,0,1
239,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,21,1996,4.7,137,184,74.5,3000,1067,2,4,50,89,102,87.3,46,78,59,0,0,10,0,0,14
240,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,30,1987,38,523,891,58.7,18541,12034,1,2,50,224,227,98.7,298,662,45,0,1,6,0,0,1
241,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,32,1985,15.5,419,513,81.7,6747,1726,19,34,55.9,341,396,86.1,59,83,71.1,0,9,23,1,0,33
242,Vid Belec\Vid-Belec,si SVN,GK,Sampdoria,it Serie A,27,1990,2,70,86,81.4,1540,927,0,0,,54,54,100,16,32,50,0,0,2,0,0,0
243,Vid Belec\Vid-Belec,si SVN,GK,Benevento,it Serie A,27,1990,12.4,235,361,65.1,7723,4686,0,0,,95,98,96.9,140,263,53.2,0,1,3,0,0,0
244,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Werder Bremen,de Bundesliga,25,1992,15,273,444,61.5,4057,1112,5,30,16.7,244,360,67.8,24,54,44.4,1,19,19,15,3,45
245,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,25,1991,24.2,679,892,76.1,16049,5840,3,14,21.4,417,496,84.1,259,382,67.8,0,8,52,5,0,64
246,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,27,1990,12.7,389,530,73.4,6227,2063,7,19,36.8,318,387,82.2,64,124,51.6,3,29,25,31,12,70
247,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,eng Premier League,22,1995,33.9,1758,2121,82.9,28267,8737,24,87,27.6,1521,1721,88.4,213,313,68.1,3,36,87,51,11,170
248,François Bellugou\Francois-Bellugou,fr FRA,MF,Troyes,fr Ligue 1,30,1987,24.2,772,975,79.2,15196,3666,17,39,43.6,556,647,85.9,199,289,68.9,0,7,59,5,1,67
249,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,23,1993,29.8,441,610,72.3,6518,1009,16,50,32,377,489,77.1,48,71,67.6,5,28,27,12,1,28
250,Chaouki Ben Saada\Chaouki-Ben-Saada,tn TUN,FWMF,Troyes,fr Ligue 1,33,1984,3.8,150,196,76.5,2798,823,1,10,10,117,133,88,32,53,60.4,0,8,15,9,2,31
251,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,26,1990,18.9,357,460,77.6,5033,846,7,16,43.8,320,393,81.4,30,51,58.8,3,26,19,20,2,38
252,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,2.5,34,47,72.3,1013,688,0,0,,17,17,100,17,30,56.7,0,0,1,0,0,0
253,Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,it Serie A,25,1992,9,288,379,76,4934,1696,5,16,31.3,240,284,84.5,43,79,54.4,1,5,31,10,0,45
254,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,eng Premier League,30,1987,1,19,34,55.9,428,47,0,2,0,12,16,75,7,16,43.8,0,0,0,0,0,1
255,Marco Benassi\Marco-Benassi,it ITA,MFFW,Fiorentina,it Serie A,22,1994,30.9,994,1322,75.2,16901,5625,22,56,39.3,813,1010,80.5,159,256,62.1,3,38,112,36,10,165
256,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,30,1987,19.5,1251,1375,91,27239,7915,5,15,33.3,866,920,94.1,380,440,86.4,0,0,60,3,0,52
257,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,28,1989,17.7,759,977,77.7,13202,5730,16,33,48.5,610,717,85.1,133,227,58.6,4,20,65,19,6,142
258,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,28,1989,26.1,1363,1573,86.6,28789,9367,13,19,68.4,942,1041,90.5,408,513,79.5,0,6,77,3,0,96
259,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,19,1997,0.4,21,25,84,478,188,0,1,0,16,18,88.9,5,6,83.3,0,2,4,3,0,6
260,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,18.3,705,977,72.2,11681,3238,15,48,31.3,584,721,81,106,208,51,3,38,53,21,3,102
261,Marcel Benger\Marcel-Benger,de GER,MF,M'gladbach,de Bundesliga,19,1998,0,1,1,100,30,0,0,0,,0,0,,1,1,100,0,0,0,0,0,0
262,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,365,521,70.1,9911,6309,0,1,0,224,231,97,141,289,48.8,0,0,1,0,0,0
263,Charlison Benschop\Charlison-Benschop,cw CUW,MFFW,Hannover 96,de Bundesliga,27,1989,2,37,54,68.5,534,176,2,4,50,31,40,77.5,4,10,40,0,2,4,0,0,9
264,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,22,1995,26,1039,1424,73,20183,7502,23,60,38.3,766,917,83.5,250,447,55.9,1,8,73,13,8,151
265,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,22,1994,11.2,438,545,80.4,8477,1658,4,16,25,332,378,87.8,102,151,67.5,3,9,35,4,0,38
266,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,20,1997,6.5,474,532,89.1,8866,1923,4,7,57.1,368,406,90.6,102,119,85.7,0,10,42,4,0,38
267,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,26,1990,24.9,378,647,58.4,5553,1119,24,58,41.4,316,521,60.7,38,68,55.9,5,27,30,11,1,40
268,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,29,1987,23.9,713,868,82.1,10666,2162,15,39,38.5,614,731,84,84,98,85.7,9,45,42,38,2,80
269,Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Lille,fr Ligue 1,22,1994,25.4,1093,1418,77.1,20103,6115,16,62,25.8,845,997,84.8,232,359,64.6,5,64,134,42,3,202
270,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,eng Premier League,23,1993,5.5,69,95,72.6,1124,157,1,6,16.7,57,72,79.2,11,17,64.7,1,3,2,4,1,6
271,Domenico Berardi\Domenico-Berardi,it ITA,FW,Sassuolo,it Serie A,22,1994,25.5,647,979,66.1,11505,3847,16,53,30.2,520,664,78.3,111,262,42.4,2,56,49,38,12,138
272,Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Paris S-G,fr Ligue 1,27,1990,19.1,969,1129,85.8,14950,5264,24,56,42.9,831,927,89.6,114,146,78.1,3,18,61,19,8,106
273,Álex Berenguer\Alex-Berenguer,es ESP,FW,Torino,it Serie A,22,1995,11.6,336,467,71.9,4935,1595,14,33,42.4,278,340,81.8,44,94,46.8,3,21,25,15,2,51
