Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2196,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,33,27,2403,5,3,0,0,9,0
2197,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,15,13,1139,2,4,0,0,4,1
2198,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,3,0,37,1,1,0,0,1,0
2199,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,38,37,3245,1,0,0,0,2,0
2200,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20,20,1800,0,0,0,0,1,0
2201,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,32,23,2065,8,3,0,0,5,0
2202,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,17,11,1009,0,1,0,0,0,0
2203,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,16,5,557,1,3,0,0,4,0
2204,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,21,21,1797,2,0,0,0,7,0
2205,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,22,11,905,2,4,0,0,2,0
2206,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,33,30,2724,13,13,1,1,9,0
2207,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,9,7,653,0,1,0,0,2,0
2208,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,10,1,212,2,0,0,0,1,0
2209,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,29,25,2242,1,1,0,0,3,1
2210,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,35,32,2788,8,6,1,1,6,0
2211,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,35,34,2994,1,1,0,0,1,0
2212,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,4,1,120,0,0,0,0,0,0
2213,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,5,0,55,0,0,0,0,0,0
2214,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,14,5,558,1,0,0,0,4,0
2215,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,32,32,2864,6,14,4,4,6,1
2216,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,18,17,1398,0,2,0,0,5,1
2217,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,24,22,1999,4,1,0,0,12,0
2218,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,4,2,143,0,0,0,0,0,0
2219,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,3,1,81,0,0,0,0,0,0
2220,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,28,20,1841,0,4,0,0,10,0
2221,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,24,15,1314,3,0,0,0,4,0
2222,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,9,3,258,1,0,0,0,1,0
2223,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,37,37,3260,1,0,0,0,5,1
2224,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,9,8,773,0,0,0,0,1,0
2225,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,4,2,226,0,0,0,0,1,0
2226,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,30,18,1670,4,1,0,0,1,0
2227,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,38,3420,0,0,0,0,3,0
2228,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,9,6,566,0,1,0,0,1,0
2229,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,28,2520,3,7,0,0,1,0
2230,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,14,10,834,0,1,0,0,2,0
2231,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,15,11,1004,1,0,0,0,3,0
2232,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,30,29,2537,1,5,0,0,6,0
2233,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,24,21,1641,6,0,0,0,2,0
2234,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,27,25,2075,0,1,0,0,7,0
2235,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,33,2970,0,1,0,0,1,0
2236,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,22,17,1459,0,3,0,0,8,0
2237,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,9,810,0,0,0,0,0,0
2238,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,91,0,0,0,0,0,0
2239,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,3,0,15,0,0,0,0,0,0
2240,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,30,16,1739,3,5,0,0,4,0
2241,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,20,19,1669,0,5,0,0,6,0
2242,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,37,3330,0,0,0,0,2,0
2243,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,17,9,754,1,2,0,0,1,0
2244,Alfa Semedo\Alfa-Semedo,pt POR,MF,Espanyol,es La Liga,20,1997,3,0,45,0,0,0,0,1,0
2245,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,26,20,1600,1,0,0,0,4,0
2246,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,11,9,850,0,0,0,0,4,0
2247,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,0,0,0,0,0,0
2248,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,28,23,1972,2,4,0,0,8,0
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,3330,0,0,0,0,1,0
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,20,1729,2,1,0,0,4,2
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,27,2244,1,2,0,0,6,0
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,0,6,0,0,0,0,0,0
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,1,119,0,0,0,0,1,0
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,1,108,0,0,0,0,1,0
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,26,2300,2,6,0,0,0,0
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,0,60,0,0,0,0,0,0
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,28,23,2104,11,3,0,0,2,0
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,11,1064,6,3,0,0,2,0
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,29,2591,1,4,0,0,11,0
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,10,948,1,1,0,0,1,0
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,5,389,0,0,0,0,0,0
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,0,0,0,0,2,0
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,0,2,0,0,5,0
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,1,0,0,0,8,0
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,1,0,0,0,4,0
2267,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,15,7,608,3,1,0,0,0,0
2268,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,0,0,0,0,2,0
2269,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,13,6,2,5,3,0
2270,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,1,2,0,0,2,0
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,0,0,0,0,0,0
2272,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,0,0,0,0,6,0
2273,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,9,0,0,0,4,0
2274,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,7,7,0,0,3,0
2275,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,6,8,0,0,2,0
2276,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,0,2,0,0,1,0
2277,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,30,2700,3,6,0,0,9,0
2278,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,0,0,0,0,0,0
2279,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,0,1,0,0,4,0
2280,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,0,18,0,0,0,0,0,0
2281,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,2,0,0,0,6,0
2282,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,6,3,0,0,2,0
2283,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,0,0,0,0,0,0
2284,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,0,1,0,0,1,0
2285,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,0,0,0,0,2,0
2286,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,0,0,0,0,0,0
2287,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1997,6,4,403,0,0,0,0,0,0
2288,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,7,2,212,0,1,0,0,0,0
2289,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0,0,0,0,0,0
2290,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,1,0,0,0,5,0
2291,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,0,0,0,0,1,0
2292,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,3,2,0,0,9,0
2293,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,29,27,2330,0,3,0,0,2,0
2294,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,2,1,0,0,0,0
2295,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,0,0,0,0,0,0
2296,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,3,2,0,0,5,0
2297,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,8,2,220,0,0,0,0,0,0
2298,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,0,0,0,0,1,0
2299,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,0,1,0,0,4,0
2300,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,3,1,0,0,1,0
2301,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,28,4,603,1,1,0,0,0,0
2302,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,0,0,0,0,0,0
2303,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,3,4,1,1,2,0
2304,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,1,0,0,0,1,0
2305,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,25,25,2066,1,1,0,0,5,1
2306,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,0,0,0,0,2,1
2307,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0,0,0,0,0,0
2308,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,33,25,2220,2,5,0,0,10,0
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,1,2,0,0,4,0
2310,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,0,1,0,0,0,0
2311,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,4,0,79,0,0,0,0,0,0
2312,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,0,0,0,0,3,0
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,3,1,0,0,2,0
2314,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,0,0,0,0,1,0
2315,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,10,1,252,0,1,0,0,2,0
2316,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,0,0,0,0,0,0
2317,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,10,2,347,0,1,0,0,0,0
2318,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0,0,0,0,0,0
2319,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,2,6,0,0,9,0
2320,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0,0,0,0,1,0
2321,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,de Bundesliga,29,1988,34,34,3060,0,0,0,0,1,0
2322,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0,0,0,0,1,0
2323,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,1,0,0,0,2,0
2324,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,0,0,0,0,6,1
2325,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,0,0,0,0,0,0
2326,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,0,0,0,0,2,1
2327,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,11,6,468,0,2,0,0,1,0
2328,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,2,2,0,0,5,0
2329,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,0,0,0,0,2,0
2330,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,0,1,0,0,3,0
2331,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,3,0,29,0,0,0,0,0,0
2332,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0,0,0,0,0,0
2333,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0,0,0,0,0,0
2334,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,0,1,0,0,6,1
2335,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,1,1,0,0,2,0
2336,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,0,0,0,0,1,0
2337,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,0,0,0,0,0,0
2338,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,0,1,0,0,0,0
2339,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,0,0,0,0,2,0
2340,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,0,0,0,0,5,0
2341,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1992,16,5,644,1,0,0,0,0,0
2342,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,1,0,0,0,2,0
2343,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,0,3,0,0,5,1
2344,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,0,0,0,0,1,0
2345,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,0,2,0,0,3,0
2346,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,1,0,3,0,0,0,0,0,0
2347,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,2,3,1,1,1,0
2348,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,1,0,0,0,5,0
2349,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,1,0,14,0,0,0,0,0,0
2350,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,5,1,0,0,4,0
2351,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,0,0,0,0,0,0
2352,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,21,16,1449,0,2,0,0,5,1
2353,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,1,1,0,0,6,1
2354,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,1,0,0,0,4,0
2355,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,6,2,0,0,5,0
2356,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,17,9,0,0,3,0
2357,Lars Stindl\Lars-Stindl,de GER,FWMF,M'gladbach,de Bundesliga,29,1988,21,19,1508,3,1,0,0,3,0
2358,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,1,7,0,0,8,0
2359,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,0,0,0,0,1,0
2360,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,0,0,0,0,4,0
2361,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'gladbach,de Bundesliga,28,1990,29,26,2293,0,4,0,0,4,0
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,1,5,0,0,7,0
2363,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,0,0,0,0,0,0
2364,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,36,36,3234,1,4,0,0,6,0
2365,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,32,30,2729,19,0,5,5,9,0
2366,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,26,17,1452,0,2,0,0,3,1
2367,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,5,4,213,1,0,0,0,0,1
2368,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,18,4,509,2,1,0,0,1,0
2369,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36,36,3240,0,3,0,0,13,0
2370,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,4,0,71,0,0,0,0,0,0
2371,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,2,0,19,0,0,0,0,0,0
2372,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,12,7,517,2,0,0,0,0,0
2373,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,33,31,2827,21,6,4,4,5,0
2374,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,14,11,1026,2,0,0,0,5,0
2375,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,10,7,550,0,0,0,0,2,0
2376,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,1136,0,0,0,0,1,0
2377,Neven Subotić\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,26,26,2149,1,0,0,0,2,1
2378,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,30,9,1052,1,1,0,0,4,0
2379,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,22,1995,31,29,2654,2,0,0,0,3,0
2380,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,18,14,1302,0,1,0,0,2,0
2381,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,18,16,1439,0,0,0,0,2,0
2382,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,2,0,13,0,0,0,0,0,0
2383,Markel Susaeta\Markel-Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,22,15,1379,1,2,0,0,4,1
2384,Suso\Suso,es ESP,FWMF,Milan,it Serie A,24,1993,35,35,3018,7,10,0,0,9,1
2385,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,6,6,489,1,1,0,0,1,0
2386,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,23,13,1176,0,3,0,0,2,0
2387,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,1,0,1,0,0,0,0,0,0
2388,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,3,2,226,0,0,0,0,0,0
2389,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,24,23,1994,2,0,0,0,5,0
2390,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,18,7,769,0,0,0,0,1,0
2391,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,5,3,266,0,1,0,0,0,0
2392,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,30,15,1627,6,3,0,0,3,0
2393,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,28,1990,28,28,2520,0,0,0,0,0,0
2394,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,eng Premier League,22,1995,12,0,185,0,0,0,0,0,0
2395,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2,2,180,0,0,0,0,0,0
2396,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,33,33,2937,3,1,0,0,3,0
2397,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,36,34,2985,5,7,0,1,2,0
2398,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,37,34,2942,0,3,0,0,7,0
2399,Strahinja Tanasijević\Strahinja-Tanasijevic,rs SRB,DF,Chievo,it Serie A,21,1997,1,0,17,0,0,0,0,2,1
2400,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,eng Premier League,22,1995,16,13,1186,1,3,0,0,2,0
