Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
1440,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,0,0,0,0,0,0,1,0,1,12,3,25,7,4,1,0,0,0,0,0,0,0,0
1441,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1,1,1,1,0,0,1,1,100,0,21,6,28.6,7,9,5,0,0,0,0,0,1,0,0
1442,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,0.5,1,1,0,0,1,0,0,,0,9,3,33.3,4,4,1,1,0,0,1,0,1,0,0
1443,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11,17,10,12,4,1,5,15,33.3,10,82,27,32.9,52,29,1,18,9,0,9,10,27,70,3
1444,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,22.9,38,10,20,11,7,15,44,34.1,29,305,66,21.6,142,105,58,39,3,0,36,19,57,52,0
1445,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18,33,25,16,13,4,12,37,32.4,25,350,75,21.4,156,154,40,20,2,0,18,11,44,15,0
1446,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,58,34,26,26,6,26,58,44.8,32,222,50,22.5,123,72,27,50,8,1,42,26,84,73,0
1447,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,9,4,3,6,0,1,10,10,9,153,35,22.9,30,73,50,11,1,0,10,0,9,4,0
1448,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,3,2,3,0,0,2,4,50,2,15,3,20,11,4,0,2,0,0,2,1,4,12,0
1449,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,23,1995,34.9,80,39,56,19,5,37,73,50.7,36,442,127,28.7,229,162,51,69,7,0,62,43,123,112,1
1450,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,19,8,7,7,5,9,56,16.1,47,625,128,20.5,112,273,240,34,2,0,32,12,31,8,0
1451,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,59,39,40,17,2,22,46,47.8,24,324,129,39.8,160,153,11,47,17,0,30,66,125,108,0
1452,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,64,40,33,25,6,21,51,41.2,30,322,101,31.4,163,128,31,42,3,0,39,44,108,46,0
1453,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,15,9,12,2,1,7,18,38.9,11,46,17,37,29,16,1,9,1,0,8,16,31,14,0
1454,David Luiz\David-Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,52,34,36,14,2,15,30,50,15,206,63,30.6,131,67,8,45,18,1,27,36,88,139,0
1455,Douglas Luiz\Douglas-Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,36,29,15,18,3,12,43,27.9,31,340,88,25.9,137,170,33,27,5,0,22,21,57,30,1
1456,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,10,7,3,5,2,5,10,50,5,78,20,25.6,26,35,17,8,1,0,7,3,13,5,1
1457,Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,1.9,4,2,2,1,1,2,4,50,2,26,6,23.1,12,8,6,4,0,0,4,5,9,2,0
1458,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,11,8,1,4,6,3,10,30,7,348,99,28.4,20,173,155,12,3,0,9,2,13,23,0
1459,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,25,15,9,7,9,5,14,35.7,9,282,65,23,65,134,83,21,1,0,20,8,33,19,0
1460,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,21,1996,11,21,14,3,14,4,9,20,45,11,295,77,26.1,76,177,42,14,2,0,12,12,33,13,0
1461,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,32,1986,32.5,72,49,40,24,8,34,94,36.2,60,502,154,30.7,198,228,76,57,4,0,53,46,118,54,0
1462,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,27,1991,14,21,19,12,7,2,5,17,29.4,12,221,55,24.9,110,78,33,34,4,0,30,15,36,41,1
1463,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
1464,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,8,4,5,1,2,3,4,75,1,75,29,38.7,40,30,5,10,2,0,8,13,21,32,0
1465,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,52,38,31,19,2,14,41,34.1,27,255,84,32.9,132,116,7,45,19,1,26,47,99,127,1
1466,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1467,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1,1,1,1,0,0,1,1,100,0,18,7,38.9,13,3,2,1,1,0,0,5,6,9,1
1468,Lyanco\Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,32,15,23,8,1,11,18,61.1,7,121,38,31.4,78,41,2,39,20,0,19,22,54,70,0
1469,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,22,15,14,8,0,5,14,35.7,9,110,40,36.4,78,31,1,28,12,0,16,17,39,89,0
1470,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,18,9,5,9,4,9,15,60,6,105,23,21.9,49,42,14,29,3,0,26,20,38,25,0
1471,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,81,54,26,49,6,21,85,24.7,64,545,150,27.5,191,315,39,59,11,0,48,72,153,91,0
1472,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Udinese,it Serie A,25,1993,5.1,8,4,5,2,1,3,11,27.3,8,89,35,39.3,27,41,21,7,0,0,7,2,10,2,0
1473,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,31.5,59,34,25,26,8,15,60,25,45,766,158,20.6,164,377,225,31,3,0,28,13,72,6,0
1474,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,0.4,1,1,0,0,1,0,0,,0,12,1,8.3,1,7,4,0,0,0,0,0,1,0,0
1475,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,6.6,12,10,9,3,0,4,12,33.3,8,109,34,31.2,53,35,21,19,4,0,15,15,27,6,0
1476,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,50,35,27,20,3,19,49,38.8,30,378,103,27.2,150,185,43,29,6,1,23,25,75,35,1
1477,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,19,13,15,4,0,4,10,40,6,76,23,30.3,65,11,0,22,15,1,7,15,34,99,1
1478,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,33,19,24,8,1,8,15,53.3,7,174,55,31.6,106,60,8,49,21,0,28,36,69,152,1
1479,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,14.9,14,10,5,8,1,3,16,18.8,13,261,68,26.1,54,122,85,20,0,0,20,9,23,5,0
1480,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,33,24,18,13,2,11,41,26.8,30,268,64,23.9,89,155,24,24,4,0,20,23,56,30,1
1481,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,50,31,33,10,7,18,38,47.4,20,364,110,30.2,208,128,28,45,8,0,37,31,81,38,0
1482,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,30,19,14,16,0,6,32,18.8,26,494,115,23.3,184,265,45,45,8,0,37,31,61,25,0
1483,Domenico Maietta\Domenico-Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19,33,20,17,15,1,10,33,30.3,23,187,69,36.9,110,70,7,25,12,0,13,24,57,81,1
1484,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,1,0
1485,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,15.7,33,24,16,12,5,11,29,37.9,18,389,110,28.3,130,165,94,21,2,0,19,14,47,10,0
1486,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11,35,23,17,16,2,13,30,43.3,17,240,78,32.5,97,93,50,29,4,1,25,19,54,18,0
1487,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,2.2,2,2,2,0,0,0,2,0,2,34,8,23.5,5,15,14,1,0,0,1,0,2,0,0
1488,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,25,24,17,8,9,7,8,28,28.6,20,352,101,28.7,75,173,104,18,2,0,16,5,29,6,0
1489,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,11.4,11,8,4,6,1,2,11,18.2,9,229,47,20.5,68,109,52,10,1,0,9,8,19,6,0
1490,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,70,45,24,42,4,21,67,31.3,46,874,224,25.6,192,536,146,95,21,0,74,71,141,38,1
1491,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,26,18,13,12,1,7,19,36.8,12,115,39,33.9,71,37,7,22,9,0,13,27,53,52,1
1492,Malcom\Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,6.8,4,3,0,2,2,1,5,20,4,118,29,24.6,12,65,41,10,1,0,9,1,5,2,0
1493,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,58,36,31,20,7,30,51,58.8,21,281,79,28.1,146,94,41,41,4,0,37,45,103,52,1
1494,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,7.8,9,7,4,3,2,1,13,7.7,12,138,21,15.2,24,83,31,3,0,0,3,6,15,1,0
1495,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,68,43,41,20,7,25,68,36.8,43,538,172,32,297,179,62,82,16,0,66,50,118,150,1
1496,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,fr Ligue 1,22,1995,0.6,1,1,0,0,1,0,1,0,1,18,2,11.1,3,8,7,1,1,0,0,0,1,0,0
1497,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31,82,49,56,14,12,31,91,34.1,60,606,180,29.7,382,167,57,74,11,2,63,38,120,77,0
1498,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25,53,40,27,20,6,18,36,50,18,356,121,34,172,154,30,34,6,0,28,47,100,91,1
1499,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,0,0,0,0,0,0,3,0,3,5,2,40,5,0,0,0,0,0,0,2,2,1,3
1500,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,4,3,3,1,0,2,3,66.7,1,24,4,16.7,12,11,1,1,0,0,1,1,5,3,0
1501,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34,53,42,28,22,3,12,31,38.7,19,306,91,29.7,162,114,30,48,24,1,24,41,94,69,0
1502,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,32.4,62,36,28,28,6,25,81,30.9,56,685,145,21.2,246,364,75,54,9,0,45,43,105,55,0
1503,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,32,1986,22.4,37,22,14,14,9,13,33,39.4,20,497,140,28.2,49,222,226,27,7,0,20,15,52,19,0
1504,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,26,1992,34.2,46,31,16,17,13,7,42,16.7,35,689,202,29.3,126,298,265,36,7,0,29,16,62,6,0
1505,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,17.8,43,30,17,22,4,12,61,19.7,49,530,138,26,138,335,57,23,3,0,20,20,63,18,0
1506,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,27,1991,25.8,37,26,25,11,1,18,35,51.4,17,197,69,35,123,70,4,43,25,0,18,49,86,135,1
1507,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,12.2,33,15,16,14,3,12,23,52.2,11,215,57,26.5,110,72,33,28,1,0,27,16,49,34,0
1508,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,7.8,21,16,17,4,0,11,19,57.9,8,60,24,40,42,18,0,9,6,0,3,22,43,81,0
1509,Juan Manuel Valencia\Juan-Manuel-Valencia,co COL,FW,Bologna,it Serie A,20,1998,0.3,0,0,0,0,0,0,0,,0,4,0,0,1,1,2,0,0,0,0,1,1,0,0
1510,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,fr Ligue 1,24,1994,0.8,2,2,1,0,1,0,1,0,1,25,6,24,8,7,10,1,0,0,1,0,2,1,0
1511,Francisco Manzanara\Francisco-Manzanara,es ESP,DFMF,Levante,es La Liga,21,1996,1.7,7,4,4,3,0,4,5,80,1,28,4,14.3,15,11,2,5,2,0,3,1,8,8,0
1512,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,19,1999,10.6,12,7,6,5,1,4,6,66.7,2,189,42,22.2,23,82,84,6,0,0,6,2,14,5,0
1513,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,23.7,51,26,34,12,5,16,37,43.2,21,322,94,29.2,178,122,22,50,5,0,45,25,76,86,1
1514,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,29,1989,9.8,21,12,15,5,1,15,22,68.2,7,91,36,39.6,45,37,9,26,3,0,23,26,47,47,0
1515,Iván Marcano\Ivan-Marcano,es ESP,DF,Roma,it Serie A,31,1987,9,11,6,7,4,0,5,12,41.7,7,68,21,30.9,46,20,2,18,6,0,12,23,34,53,2
1516,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,20.6,37,17,17,14,6,14,37,37.8,23,221,70,31.7,76,93,52,33,2,0,31,17,54,23,0
1517,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,32,46,29,32,11,3,17,26,65.4,9,215,81,37.7,136,73,6,47,25,0,22,58,104,221,3
1518,Solly March\Solly-March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,27.4,47,24,26,8,13,15,49,30.6,34,637,130,20.4,240,271,126,63,5,0,58,28,75,24,0
1519,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1520,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31,38,24,23,12,3,11,21,52.4,10,187,58,31,120,54,13,52,18,0,34,36,74,116,3
1521,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,26.9,57,37,30,16,11,25,64,39.1,39,378,96,25.4,152,135,91,52,4,0,48,27,84,50,1
1522,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,34,24,25,7,2,13,22,59.1,9,78,25,32.1,59,13,6,39,23,0,16,28,62,151,1
1523,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,21,1997,0.8,0,0,0,0,0,0,3,0,3,16,7,43.8,1,14,1,1,0,0,1,1,1,1,0
1524,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,32,18,26,6,0,13,29,44.8,16,171,54,31.6,115,52,4,35,18,0,17,44,76,124,0
1525,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,5,1,1,1,0,0,0,5,0,5,81,12,14.8,4,47,30,1,0,0,1,0,1,2,0
1526,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,1.6,0,0,0,0,0,0,1,0,1,27,6,22.2,1,10,16,0,0,0,0,1,1,0,0
1527,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,40,14,32,8,0,10,28,35.7,18,167,51,30.5,119,46,2,28,14,0,14,25,65,134,2
1528,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,26,1991,20,48,34,15,29,4,12,62,19.4,50,598,140,23.4,172,325,101,35,6,0,29,39,87,35,0
1529,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,21,1997,3.2,10,7,5,5,0,2,6,33.3,4,47,14,29.8,22,24,1,7,0,0,7,7,17,14,0
1530,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,25,1993,12,24,18,7,14,3,7,26,26.9,19,374,113,30.2,85,187,102,18,0,0,18,5,29,3,0
1531,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,46,25,34,12,0,22,37,59.5,15,193,66,34.2,135,53,5,41,16,0,25,40,86,157,3
1532,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,eng Premier League,24,1994,0.5,0,0,0,0,0,0,0,,0,8,4,50,1,3,4,0,0,0,0,1,1,1,0
1533,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,32,19,25,6,1,13,25,52,12,147,38,25.9,87,44,16,31,12,0,19,26,58,47,1
1534,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,29.9,51,35,26,21,4,26,63,41.3,37,438,138,31.5,181,202,55,58,16,1,42,41,92,93,2
1535,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,27,1991,21,10,8,1,5,4,1,23,4.3,22,373,74,19.8,35,204,134,16,4,0,12,4,14,8,0
1536,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,18,19,16,7,9,3,4,16,25,12,207,53,25.6,45,91,71,18,0,0,18,3,22,6,0
1537,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32,48,20,26,20,2,17,47,36.2,30,371,107,28.8,184,136,51,55,10,0,45,42,90,65,2
1538,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,22.9,48,31,24,18,6,10,42,23.8,32,439,114,26,148,242,49,46,12,0,34,27,75,35,0
1539,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,6.9,4,3,0,3,1,1,10,10,9,157,37,23.6,25,87,45,1,1,0,0,2,6,0,0
1540,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,49,30,37,11,1,14,32,43.8,18,238,88,37,138,93,7,40,14,0,26,68,117,190,2
1541,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,14.5,26,16,6,17,3,6,24,25,18,217,69,31.8,66,136,15,24,5,0,19,31,57,27,0
1542,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,20,1997,14.9,4,1,0,1,3,2,14,14.3,12,269,66,24.5,15,88,166,17,0,0,17,4,8,7,0
1543,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,51,28,38,13,0,23,52,44.2,29,273,91,33.3,198,69,6,48,25,1,23,54,105,150,1
1544,Gelson Martins\Gelson-Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,2.5,5,2,2,2,1,0,1,0,1,56,13,23.2,12,30,14,4,0,0,4,1,6,0,0
1545,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,15.4,26,22,4,12,10,3,20,15,17,327,94,28.7,78,159,90,11,1,0,10,8,34,5,0
1546,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,25,1992,23.5,37,24,14,16,7,17,32,53.1,15,361,103,28.5,150,145,66,42,3,0,39,23,60,27,0
1547,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,11,19,10,9,10,0,7,32,21.9,25,199,66,33.2,83,102,14,24,4,0,20,25,44,15,0
1548,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,30,17,17,13,0,19,36,52.8,17,187,56,29.9,93,81,13,33,8,1,25,46,76,71,0
1549,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,24,1994,11.2,26,14,16,9,1,7,22,31.8,15,187,63,33.7,102,66,19,27,4,0,23,16,42,34,0
1550,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,1,1,1,1,1
1551,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,0.7,2,2,2,0,0,1,4,25,3,27,3,11.1,9,15,3,0,0,0,0,2,4,1,0
1552,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,53,36,38,10,5,22,54,40.7,32,330,88,26.7,230,84,16,48,6,0,42,36,89,53,0
1553,Jaime Mata\Jaime-Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,27,35,22,11,15,9,9,28,32.1,19,438,119,27.2,48,229,161,23,2,0,21,17,52,25,0
1554,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,14.3,6,3,4,2,0,3,23,13,20,221,44,19.9,43,111,67,13,1,0,12,6,12,7,0
1555,Luca Matarese\Luca-Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0
1556,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,27.6,14,11,3,6,5,1,9,11.1,8,428,90,21,18,196,214,22,5,0,17,6,20,25,0
1557,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,2,2,5,1
1558,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,27.1,49,29,27,20,2,26,68,38.2,42,518,138,26.6,251,224,43,55,18,0,37,31,80,67,0
1559,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,32,23,20,8,4,8,21,38.1,13,155,54,34.8,87,59,9,17,7,0,10,31,63,89,2
1560,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,17,2000,2.1,2,1,2,0,0,0,4,0,4,74,9,12.2,16,29,29,1,0,0,1,0,2,0,0
1561,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,6.7,2,1,0,0,2,1,3,33.3,2,84,17,20.2,6,36,42,3,1,0,2,4,6,5,0
1562,Federico Mattiello\Federico-Mattiello,it ITA,MFDF,Bologna,it Serie A,23,1995,14.8,31,19,18,10,3,12,30,40,18,192,45,23.4,112,62,18,20,3,0,17,20,51,30,0
1563,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,26.9,54,39,20,22,12,21,53,39.6,32,597,164,27.5,201,264,132,45,10,0,35,29,83,16,0
1564,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,22,1996,2.3,9,6,4,5,0,3,13,23.1,10,63,27,42.9,24,35,4,3,0,0,3,5,14,1,0
1565,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,0.2,0,0,0,0,0,0,0,,0,2,1,50,0,0,2,1,0,0,1,0,0,0,0
1566,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,4,2,2,2,0,1,1,100,0,11,2,18.2,5,6,0,1,1,0,0,5,9,7,0
1567,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,11,6,7,4,0,4,9,44.4,5,62,12,19.4,41,18,3,24,14,0,10,19,30,76,2
1568,Philipp Max\Philipp-Max,de GER,DFMF,Augsburg,de Bundesliga,24,1993,28.5,34,20,17,12,5,12,42,28.6,30,381,93,24.4,160,163,58,26,5,0,21,23,57,44,1
1569,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,29,1989,8.9,8,4,2,2,4,1,10,10,9,171,49,28.7,18,78,75,7,0,0,7,3,11,3,0
1570,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,6.4,17,9,7,8,2,6,17,35.3,11,140,39,27.9,34,76,30,10,0,0,10,6,23,10,0
1571,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,21,1997,18,11,8,2,6,3,3,15,20,12,270,47,17.4,17,123,130,8,0,0,8,5,16,8,0
1572,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,3,2,3,0,0,3,3,100,0,20,6,30,6,12,2,1,0,0,1,3,6,0,0
1573,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MFFW,Genoa,it Serie A,22,1995,3.6,9,7,5,2,2,1,3,33.3,2,74,15,20.3,26,34,14,4,1,0,3,4,13,6,0
1574,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,26,7,4,2,2,3,1,9,11.1,8,281,58,20.6,17,120,144,6,3,0,3,5,12,2,0
1575,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,22.3,43,22,33,6,4,8,24,33.3,16,388,106,27.3,215,134,39,54,13,0,41,20,63,74,2
