Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
2101,Marko Rog\Marko-Rog,hr CRO,MF,Sevilla,es La Liga,23,1995,4,14,12,5,9,0,5,9,55.6,4,128,33,25.8,38,66,24,6,0,0,6,8,22,5,0
2102,Marko Rog\Marko-Rog,hr CRO,MF,Napoli,it Serie A,23,1995,3.7,14,11,3,8,3,6,13,46.2,7,104,23,22.1,19,62,23,10,2,0,8,5,19,1,0
2103,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,20,1998,29.7,58,34,38,13,7,21,48,43.8,27,454,138,30.4,249,148,57,67,7,0,60,35,93,85,1
2104,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,5,3,4,0,1,1,5,20,4,35,13,37.1,14,16,5,7,2,0,5,6,11,9,1
2105,Diego Rolán\Diego-Rolan,uy URU,MFDF,Leganés,es La Liga,25,1993,2.4,6,3,4,2,0,3,10,30,7,42,9,21.4,17,17,8,4,1,0,3,3,9,1,0
2106,Diego Rolán\Diego-Rolan,uy URU,FWMF,Alavés,es La Liga,25,1993,3.3,4,2,2,1,1,1,2,50,1,96,13,13.5,23,51,22,0,0,0,0,1,5,3,0
2107,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,16,12,13,2,1,6,11,54.5,5,60,17,28.3,42,16,2,12,7,1,5,11,27,40,1
2108,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Genoa,it Serie A,23,1995,11.6,39,21,11,21,7,12,39,30.8,27,344,93,27,114,155,75,18,2,0,16,17,56,17,0
2109,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,15,8,14,1,0,5,11,45.5,6,148,41,27.7,100,47,1,28,13,0,15,19,34,71,1
2110,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,41,26,27,9,5,11,17,64.7,6,199,59,29.6,128,67,4,64,36,0,28,37,78,181,1
2111,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,34,1984,35.1,116,70,58,49,9,32,121,26.4,89,789,211,26.7,293,432,64,60,20,0,40,62,178,87,0
2112,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26,71,40,48,19,4,29,50,58,21,310,102,32.9,202,96,12,60,28,2,32,38,109,147,0
2113,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,26,1991,23.7,86,60,38,44,4,33,83,39.8,50,549,141,25.7,244,249,56,60,15,0,45,46,132,50,0
2114,Rômulo\Romulo,it ITA,MFDF,Genoa,it Serie A,31,1987,15,22,14,10,9,3,7,21,33.3,14,220,45,20.5,99,93,28,26,5,0,21,18,40,17,0
2115,Rômulo\Romulo,it ITA,DFMF,Lazio,it Serie A,31,1987,8.6,10,6,5,4,1,2,8,25,6,121,32,26.4,69,35,17,18,3,0,15,4,14,9,0
2116,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,33,1985,29.9,10,8,4,4,2,4,12,33.3,8,281,64,22.8,27,110,144,9,3,0,6,8,18,29,0
2117,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,14,12,9,4,1,3,6,50,3,59,27,45.8,44,14,1,10,4,0,6,10,24,33,0
2118,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,28,13,22,6,0,11,26,42.3,15,123,40,32.5,74,46,3,22,4,0,18,20,48,47,1
2119,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,eng Premier League,28,1989,28.9,11,8,5,2,4,5,23,21.7,18,522,110,21.1,48,272,202,19,5,0,14,6,17,38,0
2120,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,23,1994,35.8,78,50,22,38,18,12,62,19.4,50,1056,293,27.7,253,604,199,65,5,0,60,29,107,22,0
2121,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,27,1991,33.1,94,68,37,48,9,30,107,28,77,776,221,28.5,199,453,124,58,10,0,48,52,146,70,0
2122,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,43,31,19,17,7,21,50,42,29,283,80,28.3,142,98,43,40,8,0,32,22,65,88,0
2123,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,28,1990,20,51,29,28,14,9,12,29,41.4,17,238,78,32.8,101,83,54,40,3,0,37,23,74,25,0
2124,Valentin Rosier\Valentin-Rosier,fr FRA,DFMF,Dijon,fr Ligue 1,21,1996,16.2,41,24,20,18,3,14,39,35.9,25,258,64,24.8,116,98,44,44,6,0,38,28,69,34,2
2125,Luca Rossettini\Luca-Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,21,17,15,4,2,11,22,50,11,137,40,29.2,97,34,6,23,12,0,11,36,57,106,2
2126,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2127,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,49,40,29,17,3,20,32,62.5,12,391,126,32.2,233,118,40,73,5,0,68,35,84,49,0
2128,Nolan Roux\Nolan-Roux,fr FRA,FW,Guingamp,fr Ligue 1,30,1988,17.1,9,8,0,6,3,2,15,13.3,13,364,87,23.9,14,174,176,25,6,0,19,4,13,19,0
2129,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,eng Premier League,17,2000,0.8,2,1,1,1,0,0,0,,0,29,1,3.4,8,14,7,1,0,0,1,1,3,3,0
2130,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,22,1995,5.5,5,3,2,3,0,1,7,14.3,6,145,35,24.1,38,73,34,6,1,0,5,1,6,6,0
2131,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2132,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,38,20,34,4,0,15,37,40.5,22,219,75,34.2,147,64,8,28,10,2,18,29,67,106,1
2133,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Schalke 04,de Bundesliga,28,1990,15.1,43,24,18,19,6,13,46,28.3,33,295,73,24.7,82,171,42,24,2,0,22,14,57,18,0
2134,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37,0,0,0,0,0,0,2,0,2,2,1,50,2,0,0,0,0,0,0,0,0,3,1
2135,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15,9,7,5,4,0,3,8,37.5,5,98,29,29.6,58,33,7,19,15,1,4,18,27,69,2
2136,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,23,12,11,10,2,9,25,36,16,172,39,22.7,67,76,29,25,2,0,23,22,45,32,0
2137,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MFFW,Napoli,it Serie A,22,1996,22.1,52,41,20,22,10,26,67,38.8,41,483,138,28.6,138,229,116,32,4,0,28,21,73,23,0
2138,Abel Ruiz\Abel-Ruiz,es ESP,FW,Barcelona,es La Liga,18,2000,0.2,1,0,1,0,0,1,1,100,0,3,1,33.3,1,0,2,0,0,0,0,0,1,1,0
2139,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,35,20,21,12,2,15,23,65.2,8,182,50,27.5,120,56,6,43,19,0,24,38,73,70,0
2140,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,2,0,0,2,1,1,2,3
2141,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,de Bundesliga,27,1991,0.3,1,1,1,0,0,0,0,,0,3,1,33.3,3,0,0,1,1,0,0,0,1,1,0
2142,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,4,0,4,0,0,3,7,42.9,4,38,19,50,24,13,1,7,4,0,3,4,8,9,1
2143,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34,0,0,0,0,0,0,2,0,2,1,1,100,1,0,0,0,0,0,0,0,0,1,0
2144,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2145,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,fr Ligue 1,26,1992,0.1,0,0,0,0,0,0,0,,0,1,1,100,0,0,1,0,0,0,0,0,0,0,0
2146,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,46,26,32,13,1,21,41,51.2,20,351,96,27.4,182,128,41,31,2,0,29,26,72,38,0
2147,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,0.5,2,1,0,1,1,0,0,,0,7,0,0,4,2,1,1,0,0,1,1,3,0,0
2148,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,24,1994,26.1,47,33,18,21,8,20,60,33.3,40,489,147,30.1,97,258,134,40,2,1,38,31,78,32,1
2149,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,6,6,2,3,1,2,9,22.2,7,125,32,25.6,13,64,48,4,0,0,4,2,8,4,0
2150,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,52,24,26,22,4,16,59,27.1,43,272,76,27.9,99,144,29,33,5,0,28,35,87,51,0
2151,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,1,0,0,1,0,0,0,0
2152,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,25,29,17,6,13,10,7,26,26.9,19,456,105,23,72,208,176,15,0,0,15,10,39,12,0
2153,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,21,1997,32.2,11,7,2,4,5,1,15,6.7,14,321,71,22.1,41,153,127,15,0,0,15,6,17,3,0
2154,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2155,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,12.8,45,23,30,13,2,15,34,44.1,19,227,65,28.6,119,91,17,35,12,0,23,28,73,85,0
2156,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,3.4,3,1,0,2,1,2,8,25,6,71,16,22.5,13,37,21,2,0,0,2,0,3,2,0
2157,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0,0,0,0,0,0,0,,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0
2158,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,62,28,30,28,4,21,57,36.8,36,390,127,32.6,198,148,44,52,10,0,42,41,103,62,0
2159,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,3,2,0,0,3,1,1,100,0,61,16,26.2,4,31,26,1,1,0,0,0,3,1,0
2160,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,28,15,23,5,0,9,19,47.4,10,152,42,27.6,116,31,5,45,18,0,27,42,70,153,2
2161,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,0.3,2,1,1,0,1,0,0,,0,12,2,16.7,4,4,4,0,0,0,0,0,2,0,0
2162,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,10,6,0,6,4,2,14,14.3,12,263,56,21.3,7,145,111,11,2,0,9,1,11,17,0
2163,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,38,23,23,13,2,17,45,37.8,28,218,59,27.1,121,72,25,30,2,0,28,22,60,47,0
2164,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,16,14,2,6,8,3,17,17.6,14,618,160,25.9,42,242,334,20,3,0,17,5,21,3,0
2165,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,17,11,11,5,1,4,15,26.7,11,138,50,36.2,95,41,2,33,20,0,13,29,46,157,0
2166,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,7,6,4,3,0,4,8,50,4,62,18,29,41,19,2,11,3,0,8,9,16,18,0
2167,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,37,26,29,7,1,13,22,59.1,9,127,46,36.2,78,41,8,16,7,0,9,24,61,55,2
2168,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,9.8,13,11,3,9,1,1,7,14.3,6,162,36,22.2,27,82,53,10,0,0,10,8,21,1,0
2169,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,0.2,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2170,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,5.9,7,3,5,0,2,4,13,30.8,9,100,21,21,36,44,20,5,0,0,5,3,10,6,0
2171,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,1.3,2,2,1,1,0,1,2,50,1,22,3,13.6,5,12,5,0,0,0,0,1,3,0,0
2172,Brice Samba\Brice-Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,2,2,4,2
2173,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,10.3,15,9,5,7,3,3,24,12.5,21,252,54,21.4,60,126,66,17,1,0,16,6,21,7,0
2174,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,14,11,6,5,3,5,13,38.5,8,97,29,29.9,30,51,16,6,0,0,6,3,17,7,0
2175,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,6,15,11,7,7,1,4,12,33.3,8,105,23,21.9,30,53,22,8,1,0,7,9,24,2,0
2176,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,40,20,13,17,10,12,46,26.1,34,399,106,26.6,116,223,60,38,6,0,32,21,61,51,0
2177,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,6,4,1,2,3,2,2,100,0,225,50,22.2,11,102,112,11,1,0,10,4,10,3,0
2178,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9,5,4,0,3,2,2,11,18.2,9,143,32,22.4,8,69,66,6,1,0,5,3,8,3,0
2179,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,9,6,2,4,3,3,10,30,7,102,28,27.5,12,55,35,8,0,0,8,7,16,3,0
2180,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,9.8,14,8,4,7,3,1,12,8.3,11,208,58,27.9,57,86,65,7,1,0,6,9,23,2,0
2181,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,2,1,2,0,0,2,8,25,6,57,10,17.5,20,35,2,1,0,0,1,1,3,3,1
2182,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,36,23,26,9,1,13,29,44.8,16,185,55,29.7,113,63,9,30,11,0,19,27,63,113,0
2183,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,1,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,5,0
2184,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,48,32,26,17,5,19,80,23.8,61,394,79,20.1,107,227,60,18,3,0,15,25,73,29,1
2185,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,27.3,16,15,5,5,6,4,33,12.1,29,547,135,24.7,167,243,137,29,1,0,28,15,31,6,0
2186,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,29,19,14,13,2,7,14,50,7,121,26,21.5,49,67,5,16,6,0,10,12,41,32,2
2187,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,30,24,14,13,3,13,19,68.4,6,122,37,30.3,53,50,19,21,6,1,15,19,49,30,0
2188,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,62,41,29,27,6,15,44,34.1,29,364,100,27.5,148,149,67,53,10,2,43,38,100,53,0
2189,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,23,19,9,8,6,4,20,20,16,349,117,33.5,76,160,113,28,4,0,24,9,32,2,0
2190,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29,44,21,26,18,0,16,40,40,24,254,82,32.3,165,81,8,59,33,0,26,66,110,187,0
2191,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,11.1,22,18,7,12,3,4,18,22.2,14,300,68,22.7,83,164,53,10,1,1,9,5,27,5,0
2192,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,104,77,52,41,11,25,67,37.3,42,703,191,27.2,299,334,70,61,21,0,40,31,135,48,0
2193,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,19,10,3,12,4,5,23,21.7,18,333,75,22.5,67,175,91,16,2,0,14,9,28,4,0
2194,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,7.2,6,5,2,3,1,0,9,0,9,146,41,28.1,56,72,18,12,1,0,11,6,12,15,0
2195,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,1,1,0,1,0,0,3,0,3,286,62,21.7,21,118,147,9,1,0,8,4,5,13,0
2196,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,62,46,26,27,9,19,90,21.1,71,818,222,27.1,210,462,146,41,1,0,40,41,103,6,0
2197,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,27,19,12,10,5,8,28,28.6,20,294,83,28.2,60,145,89,16,0,0,16,6,33,8,0
2198,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,0.4,0,0,0,0,0,0,0,,0,6,2,33.3,3,1,2,0,0,0,0,0,0,0,0
2199,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,113,89,38,67,8,44,140,31.4,96,920,245,26.6,375,503,42,59,7,0,52,58,171,63,0
2200,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,1,1,2,0
2201,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,20,11,3,13,4,3,24,12.5,21,512,112,21.9,34,240,238,20,6,0,14,9,29,26,0
2202,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,12,7,7,5,0,7,21,33.3,14,132,37,28,75,42,15,29,7,0,22,16,28,16,0
2203,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,6.2,10,4,2,6,2,4,9,44.4,5,155,32,20.6,27,73,55,9,2,0,7,1,11,0,0
2204,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,20,47,30,28,16,3,19,31,61.3,12,258,75,29.1,173,72,13,38,7,0,31,35,82,105,0
2205,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,10.1,7,5,2,2,3,2,11,18.2,9,188,33,17.6,19,113,56,7,1,0,6,5,12,12,0
2206,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,30.3,32,26,8,12,12,8,67,11.9,59,626,135,21.6,118,333,175,38,6,0,32,22,54,13,0
2207,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,21,11,14,7,0,9,15,60,6,117,39,33.3,64,35,18,17,1,0,16,12,33,14,0
2208,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,2,2,0,1,1,1,2,50,1,64,13,20.3,9,33,22,0,0,0,0,0,2,2,0
2209,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,24.9,70,52,28,33,9,20,46,43.5,26,416,126,30.3,170,170,76,44,4,0,40,43,113,43,0
2210,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,31,31,20,12,16,3,9,27,33.3,18,522,139,26.6,103,259,160,23,2,0,21,13,44,5,0
2211,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,52,24,36,15,1,16,60,26.7,44,360,117,32.5,230,115,15,61,12,1,49,71,123,118,2
2212,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,4,4,0,4,0,1,1,100,0,31,1,3.2,10,18,3,0,0,0,0,1,5,1,0
2213,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,0.6,0,0,0,0,0,0,0,,0,21,7,33.3,1,13,7,1,0,0,1,0,0,0,0
2214,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,6.2,8,7,0,4,4,1,7,14.3,6,92,21,22.8,19,43,30,4,0,0,4,1,9,3,0
2215,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,84,63,35,37,12,31,113,27.4,82,478,162,33.9,158,268,52,49,14,0,35,63,147,69,0
2216,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,12,5,9,3,0,6,13,46.2,7,70,29,41.4,49,18,3,22,11,0,11,22,34,80,3
2217,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,63,28,42,19,2,22,60,36.7,38,291,83,28.5,196,88,7,54,17,1,37,65,128,147,0
2218,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,1.6,7,6,5,2,0,3,4,75,1,18,7,38.9,10,7,1,4,0,0,4,3,10,9,0
2219,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,0.9,1,1,1,0,0,1,1,100,0,27,4,14.8,4,12,11,2,0,0,2,0,1,0,0
2220,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,44,33,23,17,4,19,52,36.5,33,317,88,27.8,132,144,41,21,5,0,16,23,67,31,1
2221,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,14.6,9,5,1,5,3,1,22,4.5,21,308,71,23.1,35,150,123,22,2,0,20,4,13,17,0
2222,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,1,1,0,1,0,0,2,0,2,40,6,15,1,18,21,4,1,0,3,1,2,4,0
2223,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,75,45,51,22,2,21,54,38.9,33,415,122,29.4,296,113,6,81,37,0,44,67,142,178,1
2224,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,20,9,19,1,0,7,15,46.7,8,96,25,26,71,23,2,17,10,1,7,15,35,46,0
2225,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,5,5,5,0,0,3,3,100,0,28,18,64.3,23,5,0,3,2,0,1,5,10,7,0
2226,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,18.6,41,19,19,15,7,5,29,17.2,24,416,100,24,177,176,63,45,9,0,36,22,63,22,0
2227,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,3,3,2,0
2228,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,12,7,6,4,2,5,15,33.3,10,76,26,34.2,27,32,17,12,2,0,10,10,22,8,0
2229,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,39,23,22,12,5,18,39,46.2,21,393,101,25.7,169,152,72,43,7,1,36,45,84,66,0
2230,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,24,14,11,12,1,5,21,23.8,16,206,60,29.1,61,125,20,16,3,0,13,15,39,21,0
2231,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,11.2,31,17,12,18,1,10,30,33.3,20,248,53,21.4,67,130,51,21,0,0,21,9,40,9,0
2232,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,28.2,40,25,22,12,6,12,28,42.9,16,342,101,29.5,129,140,73,38,3,0,35,28,68,33,0
2233,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,18.2,22,16,13,6,3,6,43,14,37,402,93,23.1,109,186,107,20,2,0,18,8,30,15,0
2234,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,57,31,22,31,4,20,54,37,34,328,84,25.6,123,172,33,37,6,0,31,44,101,73,1
2235,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,0,0,0,0,0,0,1,0,1,1,1,100,1,0,0,1,0,0,1,0,0,3,2
